	month_duration	credit_amount	installment_rate	residence_since	age	existing_credits	liable_people_count	existing_checking_A12	existing_checking_A13	existing_checking_A14	credit_history_A31	credit_history_A32	credit_history_A33	credit_history_A34	purpose_A41	purpose_A410	purpose_A42	purpose_A43	purpose_A44	purpose_A45	purpose_A46	purpose_A48	purpose_A49	savings_A62	savings_A63	savings_A64	savings_A65	employment_since_A72	employment_since_A73	employment_since_A74	employment_since_A75	status_gender_A92	status_gender_A93	status_gender_A94	other_debtors_A102	other_debtors_A103	property_A122	property_A123	property_A124	other_installment_plans_A142	other_installment_plans_A143	housing_A152	housing_A153	job_A172	job_A173	job_A174	telephone_A192	foreign_worker_A202	target
0	0.018812556089583852	0.9994170422591421	0.0015677130074653208	0.0031354260149306415	0.028218834134375776	0.0015677130074653208	0.0007838565037326604	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	-1
1	0.011584978626384912	0.9995262114875427	0.002574439694752203	0.001930829771064152	0.02831883664227423	0.0006436099236880507	0.0006436099236880507	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1
2	0.003316295837100371	0.9999907447256503	0.00017006645318463443	0.00025509967977695164	0.002721063250954151	8.503322659231721e-05	8.503322659231721e-05	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	-1
3	0.006303357404380342	0.9999576149004481	0.0007003730449311491	0.00035018652246557455	0.0066535439268459165	0.00035018652246557455	0.00017509326123278727	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	-1
4	0.006212453494924169	0.999946160453836	0.00025885222895517373	0.0005177044579103475	0.00828327132656556	0.00025885222895517373	0.00025885222895517373	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	-1
5	0.0058392193711933014	0.9999663173168528	0.0007299024213991627	0.0009732032285322169	0.0055959185640602465	0.00048660161426610844	0.00048660161426610844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1
6	0.004095353247067122	0.999948751158889	0.000682558874511187	0.0003412794372555935	0.009214544805901025	0.0003412794372555935	0.0003412794372555935	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	-1
7	0.008009446037211735	0.9998458469785982	0.002669815345737245	0.0006674538364343113	0.015351438237989158	0.0006674538364343113	0.0006674538364343113	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	-1
8	0.006627608549675329	0.9999404399322652	0.0005523007124729441	0.0011046014249458881	0.008560661043330633	0.0005523007124729441	0.00027615035623647203	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1
9	0.009998572836441717	0.9998572836441718	0.002221905074764826	0.001110952537382413	0.013331430448588958	0.001110952537382413	0.0005554762686912065	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	-1
10	0.01583451705066023	0.9997738126708527	0.001319543087555019	0.000439847695851673	0.014075126267253536	0.000879695391703346	0.000879695391703346	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	-1
11	0.0038407249023032796	0.9998687162329538	0.0003200604085252733	0.0009601812255758199	0.015682960017738393	0.0006401208170505466	0.0006401208170505466	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	-1
12	0.0040415817409379905	0.9999546824037411	0.0013471939136459968	0.0010103954352344976	0.00841996196028748	0.0006735969568229984	0.0003367984784114992	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1
13	0.005902827961303247	0.9998734696674223	0.0003279348867390693	0.0003279348867390693	0.014757069903258119	0.0003279348867390693	0.0003279348867390693	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	-1
